,km,municipio,data,sentido_crescente,uf,velocidade_Comercial,velocidade_Moto,velocidade_Passeio,velocidade_Ônibus,volume_Comercial,volume_Moto,volume_Passeio,volume_Ônibus,acidentes,chuva,dia_da_semana,mes,tipo_faixa,tipo_perfil_de_terreno,iluminacao
617,75.65,sao_paulo,2023-03-08,1,SP,55.81962473448195,67.13097713097713,63.07893979716608,55.34496124031008,8474,481,13903,387,0,1,Dia_de_semana,3,Terceira_faixa,Perfil_Plano,0
618,73.06,sao_paulo,2023-04-22,0,SP,64.36576482830385,70.25445103857567,65.22873842774203,63.99122807017544,4805,674,25492,285,0,0,Dia_de_semana,4,Terceira_faixa,Perfil_Ondulado,0
619,70.2,mairipora,2023-09-14,0,SP,51.37959750173491,58.56603773584906,57.86236391912908,52.55882352941177,2882,106,643,153,0,1,Dia_de_semana,9,Terceira_faixa,Perfil_Montanhoso,0
620,78.2,sao_paulo,2023-09-30,1,SP,64.0729850985419,69.2981981981982,65.80962714079051,62.809322033898304,6241,555,21429,708,0,1,Dia_de_semana,9,Terceira_faixa,Perfil_Montanhoso,0
621,59.795,mairipora,2023-11-08,1,SP,61.972804077642785,63.892857142857146,63.978766274023556,59.465303593556385,14322,112,12904,807,0,0,Dia_de_semana,11,Acostamento,Perfil_Montanhoso,0
622,525.35,brumadinho,2023-07-19,1,MG,56.8053343350864,63.687134502923975,62.08268600034524,57.37933425797503,6655,171,5793,721,0,1,Dia_de_semana,7,Acostamento,Perfil_Ondulado,0
623,920.8,camanducaia,2023-01-15,1,MG,60.48385262679099,62.402542372881356,62.30446446649119,61.14685314685315,4397,118,9878,572,0,1,Dia_de_semana,1,Acostamento,Perfil_Ondulado,0
624,653.74,santo_antonio_do_amparo,2023-11-08,1,MG,63.80212922173275,66.8970588235294,65.02633573323229,63.81325301204819,5448,68,2639,332,0,0,Dia_de_semana,11,Acostamento,Perfil_Ondulado,0
625,923.38,camanducaia,2023-06-18,1,MG,62.482821711730026,61.18,63.391586984934996,61.72257053291536,9838,225,14537,957,0,1,Dia_de_semana,6,Acostamento,Perfil_Plano,0
626,653.74,santo_antonio_do_amparo,2023-01-08,1,MG,62.270670826833076,61.8768115942029,61.77401349948079,63.032939189189186,4487,69,7704,592,0,1,Dia_de_semana,1,Acostamento,Perfil_Ondulado,0
627,920.8,camanducaia,2023-03-15,1,MG,62.568527918781726,61.97540983606557,62.95009416195857,63.980176211453745,1970,61,2655,227,0,0,Dia_de_semana,3,Acostamento,Perfil_Ondulado,0
628,493.29,betim,2023-02-24,1,MG,62.05105803845816,65.73937637969095,63.431642610286644,62.0736040609137,11389,3624,29514,1773,0,0,Dia_de_semana,2,Terceira_faixa,Perfil_Plano,1
629,643.224,santo_antonio_do_amparo,2023-05-03,1,MG,63.29683397683398,62.02173913043478,63.110481032459916,63.694207836456556,6475,69,2557,587,0,0,Dia_de_semana,5,Acostamento,Perfil_Plano,0
630,643.224,santo_antonio_do_amparo,2023-12-29,1,MG,62.73722531109346,65.13963963963964,63.095079987926354,63.254342431761785,3777,111,6626,403,0,0,Dia_de_semana,12,Acostamento,Perfil_Plano,0
631,75.65,sao_paulo,2023-06-11,1,SP,57.63348123497874,64.1376604850214,59.84086108037421,56.88461538461539,5409,701,39764,390,0,0,Dia_de_semana,6,Terceira_faixa,Perfil_Plano,0
632,525.35,brumadinho,2023-01-19,1,MG,56.441882804995195,60.74752475247525,61.52725,57.79792147806005,4164,101,4000,433,0,1,Dia_de_semana,1,Acostamento,Perfil_Ondulado,0
633,653.74,santo_antonio_do_amparo,2023-05-14,1,MG,63.530514705882354,61.78787878787879,63.63999392651078,63.86283185840708,4080,66,3293,339,0,0,Dia_de_semana,5,Acostamento,Perfil_Ondulado,0
634,920.8,camanducaia,2023-12-12,1,MG,59.32698585418934,66.47150259067358,63.7163207879001,59.37850467289719,7352,193,5686,856,0,1,Dia_de_semana,12,Acostamento,Perfil_Ondulado,0
635,75.65,sao_paulo,2023-06-24,1,SP,59.9902025905015,67.23633440514469,63.356701443164056,57.73776223776224,6022,622,27509,429,0,0,Dia_de_semana,6,Terceira_faixa,Perfil_Plano,0
636,643.224,santo_antonio_do_amparo,2023-05-17,1,MG,61.9305967688757,59.0,59.97643979057592,62.16425470332851,6066,60,2865,691,0,0,Dia_de_semana,5,Acostamento,Perfil_Plano,0
637,78.2,sao_paulo,2023-07-17,1,SP,62.43714199577932,69.55614035087719,65.79963411016251,61.73623348017621,13268,855,30337,1816,0,0,Dia_de_semana,7,Terceira_faixa,Perfil_Montanhoso,0
638,75.65,sao_paulo,2023-12-16,1,SP,58.28528225806452,67.84413965087282,63.0149063032368,57.69143576826197,6448,401,28176,397,0,1,Dia_de_semana,12,Terceira_faixa,Perfil_Plano,0
639,73.06,sao_paulo,2023-03-26,0,SP,64.28319539402663,69.46724470134875,65.4560231936934,62.78125,2779,519,15349,208,0,0,Dia_de_semana,3,Terceira_faixa,Perfil_Ondulado,0
640,528.35,brumadinho,2023-01-27,0,MG,52.41418157720344,64.97154471544715,65.42999697611128,51.220987654320986,3018,123,3307,405,0,1,Dia_de_semana,1,Terceira_faixa,Perfil_Montanhoso,0
641,920.8,camanducaia,2023-01-12,1,MG,59.40977352549352,61.980645161290326,62.462870994442476,60.52070393374741,8257,155,8457,966,0,1,Dia_de_semana,1,Acostamento,Perfil_Ondulado,0
642,59.795,mairipora,2023-01-02,1,SP,59.686890498746166,61.79831932773109,60.056679496036054,56.43382352941177,7178,357,30399,748,0,0,Dia_de_semana,1,Acostamento,Perfil_Montanhoso,0
643,493.29,betim,2023-09-08,1,MG,61.8485497372007,65.5346471710108,63.09646734262477,61.53448275862069,10274,3146,27911,1624,0,0,Dia_de_semana,9,Terceira_faixa,Perfil_Plano,1
644,923.38,camanducaia,2023-07-19,1,MG,61.70286866465035,58.233502538071065,63.56733139144073,61.60663082437276,10911,197,8926,1116,0,0,Dia_de_semana,7,Acostamento,Perfil_Plano,0
645,920.8,camanducaia,2023-07-17,1,MG,65.58214285714286,63.642857142857146,64.32420866730064,65.5,2800,98,7361,224,0,0,Dia_de_semana,7,Acostamento,Perfil_Ondulado,0
646,643.224,santo_antonio_do_amparo,2023-03-17,1,MG,63.294455380577425,59.833333333333336,63.0246062992126,63.31196581196581,6096,75,4064,585,0,0,Dia_de_semana,3,Acostamento,Perfil_Plano,0
647,653.74,santo_antonio_do_amparo,2023-08-01,1,MG,63.227912361952264,61.36507936507937,63.24801587301587,63.94919786096256,5614,63,3024,374,0,0,Dia_de_semana,8,Acostamento,Perfil_Ondulado,0
648,59.795,mairipora,2023-12-16,1,SP,62.753478186190314,62.57142857142857,61.37273334605841,59.963548830811554,11644,140,20956,727,0,1,Dia_de_semana,12,Acostamento,Perfil_Montanhoso,0
649,643.224,santo_antonio_do_amparo,2023-03-08,1,MG,62.53439570842537,59.56923076923077,61.59267857142857,63.78249566724437,6338,65,2800,577,0,0,Dia_de_semana,3,Acostamento,Perfil_Plano,0
650,76.4,sao_paulo,2023-04-16,0,SP,53.57541816009558,54.41023622047244,63.317975427350426,55.16463414634146,3348,635,11232,164,0,0,Dia_de_semana,4,Terceira_faixa,Perfil_Montanhoso,0
651,923.38,camanducaia,2023-01-26,1,MG,61.76174542474734,61.79565217391304,63.37173080126603,61.418508287292816,7322,115,6003,724,0,1,Dia_de_semana,1,Acostamento,Perfil_Plano,0
652,923.38,camanducaia,2023-04-25,1,MG,62.13201185245734,61.456647398843934,63.57588729763388,62.28607983623337,9787,173,6424,977,0,1,Dia_de_semana,4,Acostamento,Perfil_Plano,0
653,73.06,sao_paulo,2023-06-18,0,SP,64.62819995968555,69.26165803108809,65.39746706398996,64.73753665689149,4961,579,25504,341,0,0,Dia_de_semana,6,Terceira_faixa,Perfil_Ondulado,0
654,923.38,camanducaia,2023-01-29,1,MG,62.42959685349066,61.62626262626262,62.783856805133404,62.39393939393939,5085,99,8883,528,0,1,Dia_de_semana,1,Acostamento,Perfil_Plano,0
655,653.74,santo_antonio_do_amparo,2023-06-28,1,MG,63.22570979467531,61.67886178861789,63.14703689899366,63.19761606022585,10179,123,5366,797,0,0,Dia_de_semana,6,Acostamento,Perfil_Ondulado,0
656,59.795,mairipora,2023-09-14,1,SP,58.16788469346326,36.36318407960199,60.12567543227666,57.29825834542816,9852,201,11104,689,0,1,Dia_de_semana,9,Acostamento,Perfil_Montanhoso,0
657,70.2,mairipora,2023-01-25,0,SP,64.3277128748645,70.51553398058252,66.20092033199707,63.35422343324251,8303,515,17711,734,0,0,Dia_de_semana,1,Terceira_faixa,Perfil_Montanhoso,0
658,920.8,camanducaia,2023-05-10,1,MG,65.51805869074492,63.895833333333336,64.57379056950398,65.6762114537445,2215,72,3266,227,0,0,Dia_de_semana,5,Acostamento,Perfil_Ondulado,0
659,643.224,santo_antonio_do_amparo,2023-09-02,1,MG,62.76943657538558,64.52564102564102,63.10551948051948,63.55944055944056,3177,195,2464,286,0,0,Dia_de_semana,9,Acostamento,Perfil_Plano,0
660,76.4,sao_paulo,2023-07-22,0,SP,52.41360796563842,53.64992614475628,61.09513903335414,53.891959798994975,5122,677,14421,199,0,0,Dia_de_semana,7,Terceira_faixa,Perfil_Montanhoso,0
661,78.2,sao_paulo,2023-01-06,1,SP,62.33654106804012,67.02036199095022,65.57764239161236,61.44879518072289,7378,442,17645,996,0,1,Dia_de_semana,1,Terceira_faixa,Perfil_Montanhoso,0
662,528.35,brumadinho,2023-10-31,0,MG,49.72944874274661,68.6086956521739,65.06332138590203,50.68372093023256,2068,69,1674,430,0,0,Dia_de_semana,10,Terceira_faixa,Perfil_Montanhoso,0
663,653.74,santo_antonio_do_amparo,2023-10-30,1,MG,63.75989847715736,68.95588235294117,65.37851662404093,63.80670926517572,4925,68,3128,313,0,1,Dia_de_semana,10,Acostamento,Perfil_Ondulado,0
664,70.2,mairipora,2023-08-02,0,SP,54.83097784568373,57.9468085106383,59.67852062588905,53.492831541218635,2618,94,703,279,0,0,Dia_de_semana,8,Terceira_faixa,Perfil_Montanhoso,0
665,76.4,sao_paulo,2023-09-12,0,SP,50.2570124666073,48.51266766020864,60.93788819875776,52.402542372881356,4492,671,3542,118,0,0,Dia_de_semana,9,Terceira_faixa,Perfil_Montanhoso,0
666,59.795,mairipora,2023-11-07,1,SP,61.715474360133854,64.67355371900827,64.40316945345646,61.10179257362356,11057,121,12021,781,0,0,Dia_de_semana,11,Acostamento,Perfil_Montanhoso,0
667,653.74,santo_antonio_do_amparo,2023-02-10,1,MG,63.254285714285714,63.55,63.53349600709849,64.39365351629503,6125,100,4508,583,0,1,Dia_de_semana,2,Acostamento,Perfil_Ondulado,0
668,73.06,sao_paulo,2023-12-29,0,SP,62.62924528301887,68.12380952380953,64.65501446480232,63.075,5300,525,16592,400,0,0,Dia_de_semana,12,Terceira_faixa,Perfil_Ondulado,0
669,483.7,betim,2023-05-19,1,MG,56.22753148180093,62.6002633037694,58.91001374643122,56.54958088104156,17391,7216,56742,5607,0,0,Dia_de_semana,5,Terceira_faixa,Perfil_Montanhoso,0
670,923.38,camanducaia,2023-06-03,1,MG,60.23644429838975,54.877016129032256,61.3160055448923,60.03020134228188,9129,248,9378,1043,0,1,Dia_de_semana,6,Acostamento,Perfil_Plano,0
671,73.06,sao_paulo,2023-08-10,0,SP,63.35065366718369,69.8877840909091,65.57606689734718,62.90506329113924,4513,352,8670,237,0,0,Dia_de_semana,8,Terceira_faixa,Perfil_Ondulado,0
672,528.35,brumadinho,2023-04-08,0,MG,53.500210437710436,66.08536585365853,65.11127440688642,51.962857142857146,2376,205,4763,350,0,0,Dia_de_semana,4,Terceira_faixa,Perfil_Montanhoso,0
673,643.224,santo_antonio_do_amparo,2023-10-20,1,MG,62.68908108108108,65.42063492063492,63.975756763996785,63.7962962962963,4625,126,3733,405,0,0,Dia_de_semana,10,Acostamento,Perfil_Plano,0
674,920.8,camanducaia,2023-04-14,1,MG,64.7274844720497,61.575581395348834,64.33968719452591,65.5,2576,86,5115,243,0,1,Dia_de_semana,4,Acostamento,Perfil_Ondulado,0
675,59.795,mairipora,2023-01-01,1,SP,57.116545752398785,52.398148148148145,55.23540774039475,54.54354838709678,4273,324,28474,310,1,1,Dia_de_semana,1,Acostamento,Perfil_Montanhoso,0
676,59.795,mairipora,2023-01-18,1,SP,59.344433770946736,62.27714932126697,61.89874920377555,58.78885893980234,9369,442,17269,1113,1,1,Dia_de_semana,1,Acostamento,Perfil_Montanhoso,0
677,59.795,mairipora,2023-01-22,1,SP,56.45362220717671,58.38176638176638,54.06754356754357,55.03512014787431,5908,351,27027,541,1,1,Dia_de_semana,1,Acostamento,Perfil_Montanhoso,0
678,59.795,mairipora,2023-01-24,1,SP,60.72885599216284,65.21560846560847,63.22869053171642,59.502226179875336,9187,378,17152,1123,1,1,Dia_de_semana,1,Acostamento,Perfil_Montanhoso,0
679,59.795,mairipora,2023-02-04,1,SP,63.3480137148262,64.38697318007662,63.15152748385697,60.2397476340694,8458,261,18429,634,1,1,Dia_de_semana,2,Acostamento,Perfil_Montanhoso,0
680,59.795,mairipora,2023-02-06,1,SP,61.397248783761114,63.692182410423456,63.22616834838024,58.71411901983664,11922,307,15064,857,1,1,Dia_de_semana,2,Acostamento,Perfil_Montanhoso,0
681,59.795,mairipora,2023-02-08,1,SP,61.75843621399177,66.43580246913581,64.27454331502858,59.33639545056868,15795,405,17846,1143,1,1,Dia_de_semana,2,Acostamento,Perfil_Montanhoso,0
682,59.795,mairipora,2023-02-24,1,SP,62.16644204851752,65.5,64.01432880844645,60.03923357664234,17066,186,16575,1096,1,1,Dia_de_semana,2,Acostamento,Perfil_Montanhoso,0
683,59.795,mairipora,2023-03-04,1,SP,61.22504835589942,35.44004524886878,59.99932228915662,57.964646464646464,10340,442,19920,594,1,1,Dia_de_semana,3,Acostamento,Perfil_Montanhoso,0
684,59.795,mairipora,2023-03-13,1,SP,59.91401648998822,58.678733031674206,62.16160249739854,56.224222585924714,16980,221,19220,1222,1,1,Dia_de_semana,3,Acostamento,Perfil_Montanhoso,0
685,59.795,mairipora,2023-03-18,1,SP,62.99579831932773,63.86820083682009,63.00349743226492,59.61646586345382,12495,239,22588,747,1,0,Dia_de_semana,3,Acostamento,Perfil_Montanhoso,0
686,59.795,mairipora,2023-03-20,1,SP,61.40918477980278,63.406976744186046,63.592688730261735,58.769394714407504,19369,215,18492,1173,1,1,Dia_de_semana,3,Acostamento,Perfil_Montanhoso,0
687,59.795,mairipora,2023-03-23,1,SP,58.01727340267459,48.346774193548384,59.11824940384346,55.43531468531469,13460,248,14258,858,1,0,Dia_de_semana,3,Acostamento,Perfil_Montanhoso,0
688,59.795,mairipora,2023-03-24,1,SP,57.65483601579107,31.825795644891123,57.980157660692626,54.842937853107344,13172,597,14842,885,1,0,Dia_de_semana,3,Acostamento,Perfil_Montanhoso,0
689,59.795,mairipora,2023-03-25,1,SP,61.107058008315185,43.177374301675975,59.45282007896221,55.78896103896104,10102,358,17730,616,1,0,Dia_de_semana,3,Acostamento,Perfil_Montanhoso,0
690,59.795,mairipora,2023-03-27,1,SP,61.10502563361975,63.833333333333336,63.641997023406844,57.759713701431494,13849,153,14782,978,1,1,Dia_de_semana,3,Acostamento,Perfil_Montanhoso,0
691,59.795,mairipora,2023-03-28,1,SP,59.76025116214529,52.08767772511848,62.26535861258083,57.15722543352601,14413,211,13608,865,1,0,Dia_de_semana,3,Acostamento,Perfil_Montanhoso,0
692,59.795,mairipora,2023-03-31,1,SP,60.48093998264237,62.86363636363637,62.72366999300833,57.410994764397905,14979,165,15733,955,1,1,Dia_de_semana,3,Acostamento,Perfil_Montanhoso,0
693,59.795,mairipora,2023-04-09,1,SP,50.448323787061994,41.59020618556701,50.425023911167095,50.2940251572327,11872,194,42867,636,1,1,Dia_de_semana,4,Acostamento,Perfil_Montanhoso,0
694,59.795,mairipora,2023-04-10,1,SP,61.252889250246824,64.3961038961039,63.59647979139505,58.411442006269596,17219,231,23777,1276,1,0,Dia_de_semana,4,Acostamento,Perfil_Montanhoso,0
695,59.795,mairipora,2023-04-21,1,SP,61.889884893552,62.929906542056074,62.609427287503586,59.412483912483914,9817,214,20918,777,1,0,Dia_de_semana,4,Acostamento,Perfil_Montanhoso,0
696,59.795,mairipora,2023-04-25,1,SP,60.54817962558861,65.15189873417721,63.27013387165321,58.22911597729116,17414,158,18824,1233,1,0,Dia_de_semana,4,Acostamento,Perfil_Montanhoso,0
697,59.795,mairipora,2023-04-30,1,SP,60.08089409260245,48.54848484848485,57.821162018355174,57.99500831946755,9395,330,28003,601,1,0,Dia_de_semana,4,Acostamento,Perfil_Montanhoso,0
698,59.795,mairipora,2023-05-03,1,SP,61.05598935226264,63.797872340425535,63.728646441073515,58.35007610350076,16905,188,17140,1314,1,0,Dia_de_semana,5,Acostamento,Perfil_Montanhoso,0
699,59.795,mairipora,2023-05-07,1,SP,59.821156103286384,48.49130434782609,56.543771953526075,57.05518945634267,10224,345,25907,607,1,0,Dia_de_semana,5,Acostamento,Perfil_Montanhoso,0
700,59.795,mairipora,2023-05-22,1,SP,60.01012814194184,42.55882352941177,61.97089612331761,58.204121056020604,20290,527,26079,1553,1,1,Dia_de_semana,5,Acostamento,Perfil_Montanhoso,0
701,59.795,mairipora,2023-06-02,1,SP,60.73957076903881,63.234082397003746,63.29985513449445,58.61713455953534,24043,267,30373,2066,1,0,Dia_de_semana,6,Acostamento,Perfil_Montanhoso,0
702,59.795,mairipora,2023-06-07,1,SP,60.48114636324803,62.36317567567568,62.83769589583543,57.74,25751,296,29799,2000,1,1,Dia_de_semana,6,Acostamento,Perfil_Montanhoso,0
703,59.795,mairipora,2023-06-11,1,SP,52.72711383722464,37.807760141093475,49.30934588147596,49.774924471299094,15162,567,53660,993,1,0,Dia_de_semana,6,Acostamento,Perfil_Montanhoso,0
704,59.795,mairipora,2023-06-18,1,SP,61.16117083091226,57.860424028268554,59.229908640445956,54.9527687296417,13768,283,38748,1228,1,0,Dia_de_semana,6,Acostamento,Perfil_Montanhoso,0
705,59.795,mairipora,2023-06-25,1,SP,55.864820505657214,44.14093959731544,50.59519063330584,51.846971307120086,14318,596,43644,941,1,0,Dia_de_semana,6,Acostamento,Perfil_Montanhoso,0
706,59.795,mairipora,2023-06-26,1,SP,61.54207207908461,63.964285714285715,63.55209371884347,59.05307262569833,25694,280,28084,1790,1,1,Dia_de_semana,6,Acostamento,Perfil_Montanhoso,0
707,59.795,mairipora,2023-06-27,1,SP,61.15784321403399,65.93859649122807,63.68318600714689,59.309876543209874,25538,285,26585,2025,1,0,Dia_de_semana,6,Acostamento,Perfil_Montanhoso,0
708,59.795,mairipora,2023-06-30,1,SP,59.588992642897566,63.91100323624595,61.30392462719161,56.09694364851958,24738,309,32054,2094,1,0,Dia_de_semana,6,Acostamento,Perfil_Montanhoso,0
709,59.795,mairipora,2023-07-03,1,SP,61.340668165756504,64.52116402116403,64.0914201183432,59.42946058091286,15565,189,20280,1205,1,0,Dia_de_semana,7,Acostamento,Perfil_Montanhoso,0
710,59.795,mairipora,2023-07-06,1,SP,60.44419781373813,50.01136363636363,62.503464348702444,58.358732299393125,20949,308,23814,1483,1,0,Dia_de_semana,7,Acostamento,Perfil_Montanhoso,0
711,59.795,mairipora,2023-07-12,1,SP,60.69126133553174,63.94387755102041,63.15247989276139,58.654205607476634,18195,196,20888,1284,1,0,Dia_de_semana,7,Acostamento,Perfil_Montanhoso,0
712,59.795,mairipora,2023-07-18,1,SP,60.58229511944222,64.43258426966293,63.313451608632334,59.09445277361319,17498,178,22659,1334,1,0,Dia_de_semana,7,Acostamento,Perfil_Montanhoso,0
713,59.795,mairipora,2023-07-19,1,SP,59.85135593220339,65.1969696969697,62.37341542096415,57.444649446494466,17700,198,22009,1355,1,0,Dia_de_semana,7,Acostamento,Perfil_Montanhoso,0
714,59.795,mairipora,2023-07-20,1,SP,60.17412347346502,63.871428571428574,62.809858530311764,57.267857142857146,17769,175,22549,1400,1,0,Dia_de_semana,7,Acostamento,Perfil_Montanhoso,0
715,59.795,mairipora,2023-07-21,1,SP,59.341443633414436,63.27056277056277,60.59274811947711,55.922680412371136,19728,231,27386,1455,1,0,Dia_de_semana,7,Acostamento,Perfil_Montanhoso,0
716,59.795,mairipora,2023-07-28,1,SP,58.53878624316656,52.02261306532663,58.80843448490507,54.24951171875,14451,199,19278,1024,1,0,Dia_de_semana,7,Acostamento,Perfil_Montanhoso,0
717,59.795,mairipora,2023-07-29,1,SP,62.02439024390244,64.19047619047619,62.29478883568439,59.56836461126005,8856,126,23181,746,1,0,Dia_de_semana,7,Acostamento,Perfil_Montanhoso,0
718,59.795,mairipora,2023-07-30,1,SP,54.966918498168496,41.06020942408377,52.798373452280245,52.080882352941174,8736,191,26006,612,1,0,Dia_de_semana,7,Acostamento,Perfil_Montanhoso,0
719,59.795,mairipora,2023-08-02,1,SP,61.16625766871166,62.375,63.59285413153457,58.94808743169399,13855,144,14232,915,1,0,Dia_de_semana,8,Acostamento,Perfil_Montanhoso,0
720,59.795,mairipora,2023-08-03,1,SP,61.73397322377276,63.291666666666664,63.77936352850862,59.207805907173,14117,120,14329,948,1,0,Dia_de_semana,8,Acostamento,Perfil_Montanhoso,0
721,59.795,mairipora,2023-08-07,1,SP,61.61209405637255,63.46,64.00471014492754,59.61605206073753,13056,125,16560,922,1,0,Dia_de_semana,8,Acostamento,Perfil_Montanhoso,0
722,59.795,mairipora,2023-08-11,1,SP,59.4899706282685,51.595238095238095,60.09839743589744,57.36349693251534,13959,189,17160,978,1,0,Dia_de_semana,8,Acostamento,Perfil_Montanhoso,0
723,59.795,mairipora,2023-08-14,1,SP,61.08905424867979,66.39285714285714,63.73287298455677,59.25474083438685,10415,112,14699,791,1,0,Dia_de_semana,8,Acostamento,Perfil_Montanhoso,0
724,59.795,mairipora,2023-08-17,1,SP,60.845699520118124,54.28343949044586,63.09441219665711,58.9416403785489,13545,157,14299,951,1,0,Dia_de_semana,8,Acostamento,Perfil_Montanhoso,0
725,59.795,mairipora,2023-08-18,1,SP,61.59944037882049,64.43162393162393,62.556985668681655,58.62849162011173,13938,117,14723,895,1,0,Dia_de_semana,8,Acostamento,Perfil_Montanhoso,0
726,59.795,mairipora,2023-08-19,1,SP,60.332261521972136,31.846723044397464,58.85813430738972,57.22408293460925,8397,473,17795,627,1,0,Dia_de_semana,8,Acostamento,Perfil_Montanhoso,0
727,59.795,mairipora,2023-08-23,1,SP,61.5134029056681,62.099264705882355,63.7216517211455,58.38385826771653,14661,136,13828,1016,1,0,Dia_de_semana,8,Acostamento,Perfil_Montanhoso,0
728,59.795,mairipora,2023-08-26,1,SP,60.94594791211989,31.461672473867594,60.70792613275796,56.01888667992048,6873,287,15758,503,1,1,Dia_de_semana,8,Acostamento,Perfil_Montanhoso,0
729,59.795,mairipora,2023-08-29,1,SP,60.034351145038165,38.89912280701754,62.1129541864139,58.728297632468994,10742,228,12027,887,1,0,Dia_de_semana,8,Acostamento,Perfil_Montanhoso,0
730,59.795,mairipora,2023-09-03,1,SP,61.307071125375295,46.30592105263158,57.9801697060616,56.42712177121771,9659,304,21331,542,1,1,Dia_de_semana,9,Acostamento,Perfil_Montanhoso,0
731,59.795,mairipora,2023-09-04,1,SP,60.41540711847879,33.678666666666665,59.96986641814228,57.54771784232365,12306,375,12876,723,1,1,Dia_de_semana,9,Acostamento,Perfil_Montanhoso,0
732,59.795,mairipora,2023-09-12,1,SP,61.86962763571108,64.25,64.33865753945616,59.664572864321606,11145,88,10518,796,1,0,Dia_de_semana,9,Acostamento,Perfil_Montanhoso,0
733,59.795,mairipora,2023-09-16,1,SP,62.485502360080915,36.126666666666665,59.897968383723025,60.17304347826087,8898,450,16637,575,1,0,Dia_de_semana,9,Acostamento,Perfil_Montanhoso,0
734,59.795,mairipora,2023-09-17,1,SP,61.26830801466736,54.89662447257384,57.96006512983118,57.41528545119705,9545,237,23338,543,1,0,Dia_de_semana,9,Acostamento,Perfil_Montanhoso,0
735,59.795,mairipora,2023-10-03,1,SP,62.44361365913821,64.75742574257426,64.4695406534021,60.18368479467259,12973,101,12213,901,1,0,Dia_de_semana,10,Acostamento,Perfil_Montanhoso,0
736,59.795,mairipora,2023-10-12,1,SP,61.596163986290534,43.08730158730159,60.22252848217567,59.04731182795699,7586,189,13605,465,1,1,Dia_de_semana,10,Acostamento,Perfil_Montanhoso,0
737,59.795,mairipora,2023-10-13,1,SP,61.80473605882868,63.60236220472441,63.50600170606873,58.66558441558441,11423,127,16412,924,1,1,Dia_de_semana,10,Acostamento,Perfil_Montanhoso,0
738,59.795,mairipora,2023-10-19,1,SP,60.95358219903822,64.91176470588235,64.01385710653445,58.17950052029136,12269,119,15732,961,1,0,Dia_de_semana,10,Acostamento,Perfil_Montanhoso,0
739,59.795,mairipora,2023-10-22,1,SP,59.20920731707317,36.03780487804878,55.3139371187236,54.81967213114754,8200,410,21310,427,1,0,Dia_de_semana,10,Acostamento,Perfil_Montanhoso,0
740,59.795,mairipora,2023-10-26,1,SP,60.645414598421354,63.20183486238532,63.62366825110637,58.073170731707314,12289,109,12202,779,1,1,Dia_de_semana,10,Acostamento,Perfil_Montanhoso,0
741,59.795,mairipora,2023-10-30,1,SP,62.67721322902951,65.07894736842105,64.61346250089369,60.89873417721519,12911,95,13987,790,1,1,Dia_de_semana,10,Acostamento,Perfil_Montanhoso,0
742,59.795,mairipora,2023-11-05,1,SP,62.2993839045052,59.56043956043956,61.04950814384777,56.88381201044386,7791,91,24804,383,1,0,Dia_de_semana,11,Acostamento,Perfil_Montanhoso,0
743,59.795,mairipora,2023-11-10,1,SP,59.29537409493162,32.265,59.897912959068115,57.09276315789474,12430,300,12362,760,1,1,Dia_de_semana,11,Acostamento,Perfil_Montanhoso,0
744,59.795,mairipora,2023-11-11,1,SP,63.499080113731395,62.869942196531795,63.04490460679386,59.792929292929294,11958,173,19341,594,1,1,Dia_de_semana,11,Acostamento,Perfil_Montanhoso,0
745,59.795,mairipora,2023-11-12,1,SP,59.79186390532544,44.4,54.90771470740756,53.68232044198895,10140,255,25069,543,1,0,Dia_de_semana,11,Acostamento,Perfil_Montanhoso,0
746,59.795,mairipora,2023-11-14,1,SP,61.74622736418511,64.70454545454545,63.60289509028503,59.164739884393065,15904,132,13402,865,1,1,Dia_de_semana,11,Acostamento,Perfil_Montanhoso,0
747,59.795,mairipora,2023-11-21,1,SP,53.66660800703916,27.51678535096643,51.601273426237384,51.94264705882353,11365,983,12486,680,1,0,Dia_de_semana,11,Acostamento,Perfil_Montanhoso,0
748,59.795,mairipora,2023-11-23,1,SP,59.77274973526297,39.52232142857143,61.514401637546605,56.32781456953642,14165,224,13679,906,1,1,Dia_de_semana,11,Acostamento,Perfil_Montanhoso,0
749,59.795,mairipora,2023-11-28,1,SP,60.401002157422226,56.852112676056336,62.79448649450875,58.547374429223744,14369,142,13476,876,1,1,Dia_de_semana,11,Acostamento,Perfil_Montanhoso,0
750,59.795,mairipora,2023-11-29,1,SP,59.20559798220416,47.53977272727273,61.69506920415225,56.9321503131524,14273,176,13872,958,1,1,Dia_de_semana,11,Acostamento,Perfil_Montanhoso,0
751,59.795,mairipora,2023-12-17,1,SP,60.475182411674346,43.9251012145749,55.951715772586766,57.78130511463845,10416,247,25557,567,1,1,Dia_de_semana,12,Acostamento,Perfil_Montanhoso,0
752,59.795,mairipora,2023-12-20,1,SP,60.75107519874886,59.583941605839414,62.17549265036267,59.72702702702703,15346,137,15579,925,1,0,Dia_de_semana,12,Acostamento,Perfil_Montanhoso,0
753,59.795,mairipora,2023-12-27,1,SP,62.373807041462825,65.3695652173913,63.843584008946046,60.57592190889371,12469,115,17885,922,1,0,Dia_de_semana,12,Acostamento,Perfil_Montanhoso,0
