,km,municipio,data,sentido_crescente,uf,velocidade_Comercial,velocidade_Moto,velocidade_Passeio,velocidade_Ônibus,volume_Comercial,volume_Moto,volume_Passeio,volume_Ônibus,acidentes,chuva,mes,iluminacao,dia_da_semana_Final_de_Semana,tipo_faixa_Terceira_faixa,tipo_perfil_de_terreno_Perfil_Ondulado,tipo_perfil_de_terreno_Perfil_Plano
731,59.795,mairipora,2023-09-04,1,SP,0.24289829633249485,-3.998130453870953,-0.9376057341937736,-0.3356983169715607,1.1404159573447132,-0.4091954374792631,-0.1825904295032012,-0.16287077237403336,1,1,9,0,0,0,0,0
732,59.795,mairipora,2023-09-12,1,SP,0.5402772805182784,0.2496218644090177,0.49723648982611296,0.11526622927888852,0.8704519805025157,-0.5945453705507299,-0.37139418889362036,-0.07985209233482288,1,0,9,0,0,0,0,0
733,59.795,mairipora,2023-09-16,1,SP,0.6662198028170091,-3.6579916198276434,-0.9612192082061815,0.22358834738047953,0.34796356020585945,-0.36075904381947216,0.1185507660300331,-0.3311826168370902,1,0,9,0,0,0,0,0
734,59.795,mairipora,2023-09-17,1,SP,0.41731118565304004,-1.0499885303082863,-1.5976848431009234,-0.36391107247566745,0.4984086015640867,-0.49831840181327847,0.6550961399380902,-0.36757436699126467,1,0,9,0,0,0,0,0
735,59.795,mairipora,2023-10-03,1,SP,0.6576538259327658,0.3201264397532857,0.54022243561433,0.22585532191451582,1.2955115409396707,-0.5861497289830327,-0.2356764738101766,0.03955833785856205,1,0,10,0,0,0,0,0
736,59.795,mairipora,2023-10-12,1,SP,0.48435567763015885,-2.6908420094902623,-0.8546239234785723,-0.016232073764804924,0.042887989476347685,-0.5293176937555447,-0.12421980160005636,-0.45627925799206487,1,1,10,0,0,0,0,0
737,59.795,mairipora,2023-10-13,1,SP,0.5270073596315688,0.15963544097461424,0.22376730472544096,-0.09755343376492465,0.9350945175930677,-0.5693584458476385,0.10053514013400074,0.06571490828187493,1,1,10,0,0,0,0,0
738,59.795,mairipora,2023-10-19,1,SP,0.3529517283081777,0.34157115994408127,0.39056227204024074,-0.2011063936996048,1.131812454206762,-0.5745249945046829,0.04608791520376959,0.10779286939763914,1,0,10,0,0,0,0,0
739,59.795,mairipora,2023-10-22,1,SP,-0.003762005469448853,-3.670338574554559,-2.4667527603047703,-0.9168679688874799,0.1856596361439698,-0.386591787104694,0.4927152985285186,-0.4994944613001471,1,0,10,0,0,0,0,0
740,59.795,mairipora,2023-10-26,1,SP,0.2899333848420636,0.10398392821902468,0.2624125323150294,-0.22375837712001587,1.1364629964434925,-0.5809831803259884,-0.2365572377428715,-0.09918520960422805,1,1,10,0,0,0,0,0
741,59.795,mairipora,2023-10-30,1,SP,0.7054234743301933,0.3648004556582038,0.5874906931266667,0.3781859808373166,1.2810948600058067,-0.590024640475816,-0.09363327230101474,-0.08667554548873059,1,1,10,0,0,0,0,0
742,59.795,mairipora,2023-11-05,1,SP,0.6281597447986609,-0.4019719346464227,-0.5830189636571127,-0.4771336014456548,0.09055604740283389,-0.5926079148043382,0.7724779513317945,-0.5495331177621369,1,0,11,0,0,0,0,0
743,59.795,mairipora,2023-11-10,1,SP,0.013858560714608918,-4.194553220098849,-0.9612374113275732,-0.43261966051938494,1.1692493192124414,-0.4576318311390541,-0.22374612599458182,-0.12079281125826914,1,1,11,0,0,0,0,0
744,59.795,mairipora,2023-11-11,1,SP,0.8734901027489282,0.057868901915534815,0.0723291679408868,0.14261066145958706,1.059496522425605,-0.5396507910696334,0.3350585545761287,-0.30957501518304914,1,1,11,0,0,0,0,0
745,59.795,mairipora,2023-11-12,1,SP,0.11538761612534583,-2.5084483381071987,-2.6001684013629633,-1.1591638668580881,0.636762233106815,-0.48669366733492864,0.7936963551648992,-0.36757436699126467,1,0,11,0,0,0,0,0
746,59.795,mairipora,2023-11-14,1,SP,0.5150426981700071,0.31277895629168795,0.25559000236448937,0.008784230912397545,1.9770485057325053,-0.5661293529369859,-0.1404738996306989,-0.0013823810648842152,1,1,11,0,0,0,0,0
747,59.795,mairipora,2023-11-21,1,SP,-1.1371888365691312,-4.854296763607691,-3.686103029438884,-1.5297754626974247,0.9216079451065496,-0.016537739543891112,-0.21381751438965732,-0.21177218664370528,1,0,11,0,0,0,0,0
748,59.795,mairipora,2023-11-23,1,SP,0.11147888810963151,-3.186180324268861,-0.43033397691629416,-0.5955806046885045,1.5726838582488003,-0.5067140433809756,-0.11829466241647238,0.0452445488201518,1,1,11,0,0,0,0,0
749,59.795,mairipora,2023-11-28,1,SP,0.2399525720523909,-0.7782820443940779,-0.009915661621475008,-0.12273631700796137,1.62011938906345,-0.5596711671156803,-0.13454876044711492,0.011127283050613253,1,1,11,0,0,0,0,0
750,59.795,mairipora,2023-11-29,1,SP,-0.004500091835453237,-2.0721907259276526,-0.37099732156282444,-0.4668358434410005,1.5977967863271443,-0.5377133353232418,-0.10284125887009796,0.1043811428206853,1,1,11,0,0,0,0,0
751,59.795,mairipora,2023-12-17,1,SP,0.2551219692619166,-2.5744334358045338,-2.2572870942359793,-0.28593601526707224,0.700939715973694,-0.491860215991973,0.8327702459971829,-0.3402805543756338,1,1,12,0,0,0,0,0
752,59.795,mairipora,2023-12-20,1,SP,0.31154031558022616,-0.39870642879677465,-0.213211831963919,0.12857116176279543,1.8472983773277283,-0.5629002600263331,0.03383728959446758,0.06685215047419289,1,0,12,0,0,0,0,0
753,59.795,mairipora,2023-12-27,1,SP,0.6433788099996529,0.4051805276765506,0.3346394725173791,0.3094156179192773,1.1783178765740656,-0.5771082688332051,0.21847743766669261,0.06344042389723903,1,0,12,0,0,0,0,0
754,59.795,mairipora,2023-12-30,1,SP,0.9503243385991481,0.471453333175129,0.43939093154141273,0.42785170994162103,-0.19801009838628508,-0.5861497289830327,0.11879097437531352,-0.3641626404143108,1,1,12,0,0,0,0,0
755,70.2,mairipora,2023-01-04,0,SP,0.7544001356348783,0.8101513298826666,0.9047759767074706,0.7822257920339346,-0.12546163949329145,-0.35365503941603615,0.06506437448092368,-0.20722321787443346,1,1,1,0,0,1,0,0
756,70.2,mairipora,2023-01-05,0,SP,0.6731584820122785,0.8152111195656859,0.9597018105112034,0.5015239881206498,-0.0877922473757755,-0.40661216315074095,0.06794687462428886,-0.11851832687363324,1,1,1,0,0,1,0,0
757,70.2,mairipora,2023-01-08,0,SP,1.5015725829954178,1.1410252398523097,1.1415993479335431,0.8340231395168888,-0.6505078580201493,-0.37819614553699693,0.5960849564475309,-0.31981019491391066,1,0,1,0,0,1,0,0
758,70.2,mairipora,2023-01-11,0,SP,0.9494070984565942,1.2174937713289613,1.1158281567654198,0.9017678496384013,0.8646388027066028,-0.2638862564998903,0.48342724251100855,0.20332121355234709,1,1,1,0,0,1,0,0
759,70.2,mairipora,2023-01-23,0,SP,1.0016224550463069,1.1376341619153372,1.0569065600884062,0.8112004557583646,0.11915688215872562,-0.3400928491912947,0.14857680919008703,-0.19016458498966418,1,1,1,0,0,1,0,0
760,70.2,mairipora,2023-01-28,0,SP,0.9311533750794087,0.7810958385247186,0.6001010850751775,0.8559367876040334,-0.45402244851829154,-0.3329888447878587,0.800582327729605,-0.4016916327608032,1,1,1,0,0,1,0,0
761,70.2,mairipora,2023-01-31,0,SP,0.6747439734088394,0.8414870456257635,0.8396685374821238,0.8360122921870567,0.2675091795104242,-0.31813501739885613,0.003571038089133211,-0.08098933452714083,1,1,1,0,0,1,0,0
762,70.2,mairipora,2023-02-11,0,SP,0.051790666672036724,0.6008454698232005,0.5592742313170916,0.03848138384747259,-1.1255607475021558,-0.5351300609947196,-1.0188357488728101,-0.6280028290320756,1,1,2,0,0,1,0,0
763,70.2,mairipora,2023-02-16,0,SP,-0.6472796564267653,0.021569843502244977,-0.27529571772748423,-0.44622142182225505,-0.889080674764417,-0.5474006140552,-1.1307728377734911,-0.5131413676079625,1,1,2,0,0,1,0,0
764,70.2,mairipora,2023-02-19,0,SP,-0.2500494329448332,-0.2530910433404047,0.372930635215175,-0.24891376284720887,-1.384130895864364,-0.6048784678648186,-1.0557477645975697,-0.7951774313028145,1,1,2,0,0,1,0,0
765,70.2,mairipora,2023-02-25,0,SP,-0.17976038489270432,0.3449079539512663,0.5112414675489306,0.16468588257098138,-1.102308036318504,-0.5105889548737589,-1.032447555105368,-0.6552966416477064,1,1,2,0,0,1,0,0
766,70.2,mairipora,2023-03-09,0,SP,-0.5792489495621366,-0.11142617752024842,0.19169329369802748,-0.2128640444355911,-0.8507137013113915,-0.5661293529369859,-1.1454255468355976,-0.5734152038008139,1,1,3,0,0,1,0,0
767,70.2,mairipora,2023-03-27,0,SP,-0.6186863533062134,-1.1872983989627761,-2.1164322853096826,-0.3071302298216414,-1.0613832646352768,-0.5667751715191164,-1.1401409632394282,-0.6598456104169782,1,1,3,0,0,1,0,0
768,70.2,mairipora,2023-04-05,0,SP,-0.4731689758952064,-0.27473237224543884,0.2550059010492736,-0.4219478804665744,-1.003949068011657,-0.570004264429769,-1.149028672014804,-0.6268655868397577,1,0,4,0,0,1,0,0
769,70.2,mairipora,2023-04-08,0,SP,0.08026475189945553,-0.20195134255207559,0.6165555867832961,-0.022214326576218905,-1.2932127951362855,-0.5635460786084636,-1.0418957500197314,-0.7189822044175117,1,1,4,0,0,1,0,0
770,70.2,mairipora,2023-04-18,0,SP,-1.1195714202018894,-0.4921024529071669,-0.48250788777385994,-0.6824789461493342,-0.8783844276199371,-0.5635460786084636,-1.1420626300016714,-0.4881220393769675,1,1,4,0,0,1,0,0
771,70.2,mairipora,2023-04-21,0,SP,-0.11118329906473103,-0.00822322326615791,0.1638049636804607,0.07587644004937719,-1.102773090542177,-0.5047765876345839,-0.9319603973297207,-0.7053352981096963,1,0,4,0,0,1,0,0
772,70.2,mairipora,2023-05-06,0,SP,-0.07451226962486052,0.20734270261441903,0.5112309591460509,0.16542048656762964,-1.1753215494351708,-0.5383591539053724,-1.044297833472536,-0.6723552745324757,1,0,5,0,0,1,0,0
773,70.2,mairipora,2023-05-15,0,SP,-0.5737697399286604,-0.12434208730165892,0.04700936406203673,-0.1849333105705966,-0.9658146216704679,-0.5796915431617273,-1.1389399215130258,-0.617767649301214,1,0,5,0,0,1,0,0
774,70.2,mairipora,2023-05-22,0,SP,-0.2712491620198593,0.34035126879270516,0.33656353726327765,-0.13201871645542446,-0.600049474751625,-0.5215678707699781,-1.1058712393127532,-0.38690748426066984,1,1,5,0,0,1,0,0
775,70.2,mairipora,2023-05-29,0,SP,-0.6514327805273412,-0.17528501486828166,-0.22860956646266525,-0.472656127532278,-0.47308967168888605,-0.5235053265163697,-1.0943412387392923,-0.18447837402807443,1,1,5,0,0,1,0,0
776,70.2,mairipora,2023-06-12,0,SP,-0.490084804124169,-0.27616092551421295,0.3528167075680868,-0.3431914110256231,-0.510759063806402,-0.48088130009575375,-1.078887835192918,-0.3505157341064954,1,0,6,0,0,1,0,0
777,70.2,mairipora,2023-06-15,0,SP,-1.4286617389009093,-0.867811659665764,-0.9644596305471274,-0.8607232821862569,-0.44937190628156115,-0.5099431362916284,-1.100506586268157,-0.15832180360476156,1,1,6,0,0,1,0,0
778,70.2,mairipora,2023-07-07,0,SP,-1.6144108165169124,-3.383183487113808,-5.038558241238101,-1.4845430492020606,-0.9472124527235465,-0.47829802576723157,-1.0838521409953803,-0.5961600476471729,1,0,7,0,0,1,0,0
779,70.2,mairipora,2023-07-08,0,SP,-0.9928856038126563,-0.4230011641414223,-0.6573539378554021,-0.4244897382169891,-0.8909408916591091,-0.48798530449918975,-0.9022546319633741,-0.4812985862230598,1,0,7,0,0,1,0,0
780,70.2,mairipora,2023-07-23,0,SP,-0.0345114298510969,0.3522154194788908,0.40982338898189097,0.3416586635816612,-1.2725178821828353,-0.5125264106201505,-1.0219584573614557,-0.6348262821859832,1,0,7,0,0,1,0,0
781,70.2,mairipora,2023-07-27,0,SP,-0.7200482586939899,-0.7794735392098003,-0.23985466416577766,-0.5323418256306903,-0.974418124808419,-0.5564420742050277,-1.141021727172123,-0.5654545084545882,1,0,7,0,0,1,0,0
782,70.2,mairipora,2023-08-23,0,SP,-0.9896122374626846,0.5394454200217459,-0.41710288967177417,-1.804635136492058,-0.9832541550582068,-0.5667751715191164,-1.152071311055023,-0.7985891578797684,1,0,8,0,0,1,0,0
783,70.2,mairipora,2023-08-26,0,SP,-1.0126828961498255,-0.08562479192166851,-0.3715691937531011,-0.8279960971100738,-1.3146052894252451,-0.5958370077149909,-1.113958253603861,-0.8122360641875838,1,1,8,0,0,1,0,0
784,70.2,mairipora,2023-08-28,0,SP,-1.2446753817066527,-0.21595795567121628,-1.1307659014396976,-1.7340284797331886,-1.0555700868393638,-0.5712959015940302,-1.1526317971940105,-0.7735698296487734,1,1,8,0,0,1,0,0
785,70.2,mairipora,2023-09-10,0,SP,-0.39099225706939306,0.479316312949805,0.23364333982405622,0.028734840909428447,-1.4259857759949373,-0.5480464326373305,-1.0937006831518779,-0.8156477907645376,1,0,9,0,0,1,0,0
786,70.2,mairipora,2023-09-20,0,SP,-0.9517106422718103,0.29924529374540215,-0.5260746400396007,-0.6958502277882257,-1.5315530847687164,-0.6332944854785626,-1.2002731190079627,-0.9214113146501072,1,0,9,0,0,1,0,0
787,70.2,mairipora,2023-11-10,0,SP,-6.0387319894352185,-4.499538816800265,-10.407301358243929,-6.16063124856747,-1.5661996244323577,-0.6190864766716906,-1.1619999226599473,-0.9407444319195123,1,1,11,0,0,1,0,0
788,70.2,mairipora,2023-12-14,0,SP,-1.4376074708345887,0.1733205401558938,-0.6461106153877746,-1.1980045312112502,-0.9700001096835252,-0.575816631668944,-1.1487083942210967,-0.8486278143417583,1,0,12,0,0,1,0,0
789,70.2,mairipora,2023-12-19,0,SP,-2.8731747259427376,-0.9661521543323873,-5.923129804106657,-5.39953127870693,-1.7138543404485467,-0.6494399500318263,-1.2095611750254727,-0.9748616976890508,1,0,12,0,0,1,0,0
790,73.06,sao_paulo,2023-01-02,0,SP,0.8731243637093128,1.1121109004317347,0.8685799533078222,0.9012603835019393,-0.9483750882827291,-0.42404926486826566,-0.28708105970018893,-0.7201194466098296,1,0,1,0,0,1,1,0
791,73.06,sao_paulo,2023-01-15,0,SP,1.0439023937221708,1.171790592910151,0.8076558684534758,1.0183612547321168,-1.2132234686645231,-0.43438236218235443,-0.19668265242631985,-0.7428642904561887,1,0,1,0,0,1,1,0
792,73.06,sao_paulo,2023-02-05,0,SP,1.045892429022173,1.0704606716386875,0.8391487025033247,0.6247503753697307,-1.1627650853959988,-0.4608609240497068,-0.1718611234140086,-0.7621974077255939,1,1,2,0,0,1,1,0
793,73.06,sao_paulo,2023-02-14,0,SP,0.8546386407320182,1.3232082169585717,0.9162876092582587,0.9730636764933874,-0.4124000954995548,-0.36075904381947216,-0.32607488108404564,-0.6518849150707525,1,1,2,0,0,1,1,0
794,73.06,sao_paulo,2023-03-29,0,SP,-0.13997473979629466,-1.3905047422885715,-0.5286110665353969,0.2425681703709552,-0.1838259445642575,-0.18574220806209418,-0.2808356427228977,-0.6336890399936653,1,1,3,0,0,1,1,0
795,73.06,sao_paulo,2023-04-07,0,SP,0.9041422642342072,0.6740636816027635,0.6222363958772398,0.9181447151330526,-0.781420621984109,-0.4330907250180933,0.8888188598959501,-0.7292173841483733,1,1,4,0,0,1,1,0
796,73.06,sao_paulo,2023-05-11,0,SP,0.7248051466776527,1.3205710594792732,0.8375124450125838,0.8976543105242586,0.14775771691461737,-0.19349203104766075,-0.008759656968595608,-0.5381606958389574,1,1,5,0,0,1,1,0
797,73.06,sao_paulo,2023-05-16,0,SP,0.8342053139602976,1.3192235679983941,0.9208921362195774,1.0537217005002502,0.0931138456330356,-0.18574220806209418,-0.06793097935600857,-0.5040434300694189,1,0,5,0,1,1,1,0
798,73.06,sao_paulo,2023-05-28,0,SP,1.0101338348772861,0.873082743423768,0.7457709641680422,0.8359419079891458,-0.5930736613965294,-0.1637843762696556,0.8613550390855541,-0.6257283446474396,1,1,5,0,1,1,1,0
799,73.06,sao_paulo,2023-05-29,0,SP,0.7651642053591654,1.2838786021568076,0.8357564524789803,0.7598593774383686,0.5930471360815496,-0.13601417723804213,0.3587591113104646,-0.2322425461054284,1,1,5,0,1,1,1,0
800,73.06,sao_paulo,2023-06-06,0,SP,0.8667219570514487,1.2919790438359449,0.8775899043391613,0.93234705906825,1.1020489838916878,0.02544046829459438,0.6360396112125094,-0.25726187433642334,1,0,6,0,1,1,1,0
801,73.06,sao_paulo,2023-06-14,0,SP,0.6515341918948493,0.5320439035452196,0.76664599201716,0.10526938284209103,-1.4543540836389925,-0.6068159236112102,-1.016353595971579,-0.9270975256116969,1,1,6,0,1,1,1,0
802,73.06,sao_paulo,2023-07-07,0,SP,0.7749962450994543,1.0922094212411755,0.6916918881841544,0.9773959958587448,0.6665257034218893,-0.09016105790677337,1.0538419931036067,-0.40965232810702884,1,0,7,0,1,1,1,0
803,73.06,sao_paulo,2023-07-08,0,SP,0.3268992418204603,0.31419594232751746,-0.16125875368503986,0.6050274136867637,-0.23614454472747406,-0.14763891171639196,1.5678077825553032,-0.548395875569819,1,0,7,0,1,1,1,0
804,73.06,sao_paulo,2023-07-18,0,SP,0.7923810104555176,0.9587235580985853,0.788778299981749,0.8813073855511364,-0.9606990252100646,-0.5015474947239312,-0.7059243444208346,-0.7667463764948657,1,0,7,0,1,1,1,0
805,73.06,sao_paulo,2023-07-21,0,SP,0.7284137592106513,0.9856988454385205,0.5871825034590957,0.9619042931742223,0.5051518878073457,-0.1017857923851232,0.9019502494379471,-0.5506703599544549,1,0,7,0,1,1,1,0
806,73.06,sao_paulo,2023-07-30,0,SP,1.122265909587018,0.9558667565793489,0.7700081158977422,0.8369714857795864,-0.9769759230386208,-0.40984125606139366,0.09829319557805004,-0.713295993455922,1,0,7,0,1,1,1,0
807,73.06,sao_paulo,2023-08-05,0,SP,0.8782839284655679,1.1205042194708588,0.6822685965058135,1.068689560846138,-1.2048524926384085,-0.46990238419953445,-0.29564849068185767,-0.8429416033801684,1,0,8,0,1,1,1,0
808,73.06,sao_paulo,2023-08-08,0,SP,0.7347047419407869,1.0797020565152176,0.7723403010519131,0.8952974661938244,-0.7500294618861791,-0.4640900169603595,-0.6644483701357469,-0.6973746027634706,1,0,8,0,1,1,1,0
809,73.06,sao_paulo,2023-08-13,0,SP,0.8524732615325004,0.9132699377971832,0.5965203307719936,0.8471329954570702,-1.5259724340846401,-0.590024640475816,-0.6841454544487422,-0.9282347678040148,1,0,8,0,1,1,1,0
810,73.06,sao_paulo,2023-08-19,0,SP,0.8679545271952352,1.054963383035946,0.5980361404823176,0.7839832876023566,-0.6535307104740241,-0.32911393329507543,0.43434467062537374,-0.666669063570886,1,0,8,0,1,1,1,0
811,73.06,sao_paulo,2023-08-26,0,SP,0.7122141050876944,0.7468597776920187,0.6546792251206074,1.0761913117452406,-1.3171630876554468,-0.5364216981589807,-0.583658296673095,-0.852039540918712,1,1,8,0,1,1,1,0
812,73.06,sao_paulo,2023-08-27,0,SP,0.7256788573252139,0.6443536886757081,0.6632922777757486,0.8366986203210076,-1.6015437454315085,-0.6229613881644739,-1.0279636659934666,-0.9293720099963327,1,1,8,0,1,1,1,0
813,73.06,sao_paulo,2023-08-28,0,SP,0.823069772519878,1.0327144027963384,0.8522509477661462,0.9077660791804101,-0.8669905991399477,-0.5041307690524534,-0.6951950383316421,-0.689413907417245,1,1,8,0,1,1,1,0
814,73.06,sao_paulo,2023-09-03,0,SP,0.9014573911815729,0.8919157962613291,0.5516532595308502,1.025549941142978,-1.2332208002824638,-0.4130703489720464,-0.44882134552234615,-0.784942251571953,1,1,9,0,1,1,1,0
815,73.06,sao_paulo,2023-09-07,0,SP,0.7803832371683355,0.7924485343984243,0.36239464677082905,0.7774123979570137,-0.9906950226369754,-0.41242453038991583,0.12431576631676346,-0.8224712439184453,1,0,9,0,1,1,1,0
816,73.06,sao_paulo,2023-09-24,0,SP,1.0577080612773417,0.9762849530300332,0.7914457497239424,0.9201419197489408,-1.0658012797601708,-0.331051389041467,-0.027015491209908402,-0.7667463764948657,1,0,9,0,1,1,1,0
817,73.06,sao_paulo,2023-09-27,0,SP,0.5216436158794541,0.9175532232767457,0.7199962097320138,0.30002614118911214,-0.7463090280967948,-0.4253409020325268,-0.6573221892257607,-0.806549853225994,1,1,9,0,1,1,1,0
818,73.06,sao_paulo,2023-10-08,0,SP,0.9398877848341272,0.955928675296881,0.7339423026367584,0.7465078777885485,-1.3562276424439819,-0.5738791759225523,-0.6175276733576359,-0.8781961113420249,1,1,10,0,1,1,1,0
819,73.06,sao_paulo,2023-10-10,0,SP,0.8307005471656881,1.239609279669876,0.8828444107673182,0.9392687790366672,-0.5316865038716886,-0.38271687561191076,-0.463233846239172,-0.6700807901478398,1,1,10,0,1,1,1,0
820,73.06,sao_paulo,2023-10-21,0,SP,0.905815291759321,1.1917035844259056,0.710978965064428,1.0209359370798725,-0.5640077724169646,-0.2987604599349397,0.5523670376064924,-0.6405124931475731,1,1,10,0,1,1,1,0
821,73.06,sao_paulo,2023-10-24,0,SP,0.7668211818312101,1.3555379584662857,0.9143551525498871,0.811905612951141,-0.27706931641070126,-0.3058644643383758,-0.38484585622932455,-0.6371007665706192,1,0,10,0,1,1,1,0
822,73.06,sao_paulo,2023-12-30,0,SP,0.5988117203438241,0.7059736238247254,0.3188793196550428,1.030670978619611,-1.0355727552214233,-0.4072579817328715,0.09597118157367253,-0.6746297589171116,1,1,12,0,1,1,1,0
823,75.65,sao_paulo,2023-01-19,1,SP,-0.40647063943863815,0.5933210201659261,0.17699221932314707,-0.22903816272928423,0.6990794990790018,-0.3698005039692998,0.04600784575534278,-0.6325517978013474,1,1,1,0,1,1,0,1
824,75.65,sao_paulo,2023-01-21,1,SP,-1.0980076431634382,-0.4566849464788465,-0.43881025746745367,-0.6958502277882257,-1.6275867819571985,-0.6416901270462597,-1.171448117574311,-0.9532540960350098,1,1,1,0,1,1,0,1
825,75.65,sao_paulo,2023-02-06,1,SP,-0.369116651093885,0.6606107919566171,0.41801945407518243,0.08374018151852525,0.06893102600203771,-0.2677611679926735,0.07179020814877576,-0.5051806722617368,1,1,2,0,1,1,0,1
826,75.65,sao_paulo,2023-02-08,1,SP,-0.33347838321717427,0.8121963066007716,0.44264304665913295,-0.3413907159072616,0.18519458192029678,-0.30457282717411466,-0.07938091048104247,-0.5518076021467728,1,1,2,0,1,1,0,1
827,75.65,sao_paulo,2023-03-03,1,SP,-0.4314434679190914,0.6478088476463886,0.38012331061558774,-0.3057741277550213,0.41190851596090194,-0.3975707030009133,0.11070396008420566,-0.4653771955306085,1,1,3,0,1,1,0,1
828,75.65,sao_paulo,2023-03-18,1,SP,-0.3023139580556038,0.46409963973596235,-0.07988612130694069,-0.9726664298686166,-0.40193637546691147,-0.2774484467246317,0.6731117658341227,-0.6109441961473063,1,0,3,0,1,1,0,1
829,75.65,sao_paulo,2023-03-19,1,SP,-0.4956704574413823,0.4653759050019901,-0.9476451490682074,-0.656644597681401,-0.2870679822196715,-0.23547023888614624,1.6217745907949734,-0.5017689456847829,1,1,3,0,1,1,0,1
830,75.65,sao_paulo,2023-03-30,1,SP,-1.0469337989302563,0.39140754961354063,-0.47401564084893266,-0.5878161977067956,0.053584236620827515,-0.44600709666070426,-0.29404710171332143,-0.6541593994553885,1,0,3,0,1,1,0,1
831,75.65,sao_paulo,2023-03-31,1,SP,-1.0823759254872982,-0.36315320132446,-0.586733392929734,-1.0518757268155152,-0.11988098880921501,-0.4356739993466155,-0.1833110545390425,-0.6211793758781678,1,1,3,0,1,1,0,1
832,75.65,sao_paulo,2023-04-16,1,SP,-0.09740345791481461,0.6049388122792105,-0.2984864691128333,-0.20236104492089974,-0.32287715744249534,-0.2141582256758382,1.3174306173246668,-0.4938082503385573,1,0,4,0,1,1,0,1
833,75.65,sao_paulo,2023-04-20,1,SP,-0.3293425533288505,0.9476724873435236,0.4003608742710181,-0.20461232226570106,0.9571845932175369,-0.2800317210531539,0.36796709787954784,-0.3573391872604031,1,0,4,0,1,1,0,1
834,75.65,sao_paulo,2023-04-23,1,SP,-0.32862006277730443,0.21623326071972318,-0.6885835358850074,-0.6861482430769804,-0.19801009838628508,-0.2851982697101983,2.5215950522154698,-0.476749617453788,1,0,4,0,1,1,0,1
835,75.65,sao_paulo,2023-04-25,1,SP,-0.4754132801224878,0.8227368095886718,0.39400297958199426,-0.2917320104284133,0.5174758247346811,-0.33686375628064197,-0.0125229210446557,-0.430122687568752,1,0,4,0,1,1,0,1
836,75.65,sao_paulo,2023-05-19,1,SP,-0.3346343371389213,0.8455895206548055,0.3103369285915787,-0.15668867388263086,1.111582595476985,-0.2561364335143237,0.5972859981739331,-0.2743205072211926,1,0,5,0,1,1,0,1
837,75.65,sao_paulo,2023-05-28,1,SP,-0.44899396497719624,0.2000508911290145,-0.9709239324293637,-0.8916443369210562,-0.3026472987127182,-0.04043302708272132,1.5926293115676144,-0.4892592815692855,1,1,5,0,1,1,0,1
838,75.65,sao_paulo,2023-06-15,1,SP,-0.9725383425512482,-0.0014979738569502895,0.025272037537127506,-1.399827313448255,-0.7079420546437694,-0.5499838883837221,-0.592946352690605,-0.7690208608795016,1,1,6,0,1,1,0,1
839,75.65,sao_paulo,2023-06-19,1,SP,-0.18804880220156867,0.8885515846654901,0.5030038028046413,-0.052306518224626244,1.183433473034469,-0.22319968582566585,0.604091901290212,-0.22087012418224888,1,0,6,0,1,1,0,1
840,75.65,sao_paulo,2023-06-23,1,SP,-0.405977482160719,0.7858947877442672,0.21363096722459643,-0.19250633762330346,1.1034441465627067,-0.17992984082291927,0.6914476695238623,-0.2868301713366901,1,0,6,0,1,1,0,1
841,75.65,sao_paulo,2023-06-25,1,SP,-0.6012466413509333,-0.03764479555323674,-1.101087105333099,-0.9743866321019983,-0.21312436065565876,0.013815733816244551,2.177216354531758,-0.45855374237670077,1,0,6,0,1,1,0,1
842,75.65,sao_paulo,2023-06-28,1,SP,-0.44300873288923254,0.7388143568479801,0.31713130764078745,-0.2324912238345761,1.440143404501985,-0.17670074791226653,0.6184243325586111,-0.2959281088752337,1,0,6,0,1,1,0,1
843,75.65,sao_paulo,2023-07-04,1,SP,-0.28420213005308986,0.8387082446239248,0.42385872181052986,0.015486880973274917,0.38656306077072145,-0.33815539344490303,0.1284793776349576,-0.5358862114543215,1,0,7,0,1,1,0,1
844,75.65,sao_paulo,2023-07-09,1,SP,0.16881696018830408,0.520999993592367,-0.0516389212201111,0.2153018896571009,-1.2397315594138862,-0.568712627265508,-0.12045653752399627,-0.8452160877648044,1,1,7,0,1,1,0,1
845,75.65,sao_paulo,2023-07-11,1,SP,-0.23926019931750211,0.8349945400993237,0.4323844099134462,-0.2769407554139374,0.05544445351551966,-0.38982088001534676,-0.0011530593680486088,-0.5984345320318089,1,0,7,0,1,1,0,1
846,75.65,sao_paulo,2023-07-22,1,SP,-0.057079567945226166,0.4042702229573379,-0.0788442019171037,-0.34723389612213734,-0.7281719133735464,-0.4156536233005686,0.5791903028294739,-0.6314145556090295,1,0,7,0,1,1,0,1
847,75.65,sao_paulo,2023-07-25,1,SP,-0.14862247894394712,0.7228525842545741,0.48310632433330597,0.017264216880009897,0.5435188612603712,-0.33234302620572814,0.2756470238434353,-0.4847103128000137,1,0,7,0,1,1,0,1
848,75.65,sao_paulo,2023-08-06,1,SP,0.20497107922347865,0.5658972057999804,-0.09353176858260857,0.27577968370342104,-1.1183524070352238,-0.3807794198655191,0.10509909869432893,-0.7769815562257273,1,0,8,0,1,1,0,1
849,75.65,sao_paulo,2023-08-07,1,SP,-0.031581501638426074,0.9790862756538607,0.5102745596544426,0.14551647170954474,-1.052082180161816,-0.5351300609947196,-0.7363507348230227,-0.829294697072353,1,0,8,0,1,1,0,1
